path,size_bytes,file_count,purpose,classification,include_in_git,manifest_only,exclude,justification,risk_level,largest_files,private_path_or_mount_name_in_path,credential_like_filename_present,final_paper_relationship,future_iclr_relationship
scripts/gpu_memory_probe.py,3259,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/gpu_memory_probe.py (3259 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/graph_counterfactuals.py,13150,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/graph_counterfactuals.py (13150 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/graph_harm_failure_correlation_table.py,5043,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/graph_harm_failure_correlation_table.py (5043 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/graphsafe_strengthening_common.py,14782,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/graphsafe_strengthening_common.py (14782 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/ground_protocol_theory_in_runs.py,11769,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/ground_protocol_theory_in_runs.py (11769 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/harden_method_win_claims.py,72198,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/harden_method_win_claims.py (72198 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/import_artifact_family.py,6261,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/import_artifact_family.py (6261 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/import_kaggle_aaai_gpu_expansion.py,12192,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/import_kaggle_aaai_gpu_expansion.py (12192 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/import_kaggle_outputs.py,14996,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/import_kaggle_outputs.py (14996 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/import_kaggle_smoke_zip.py,5190,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/import_kaggle_smoke_zip.py (5190 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/import_rb11b_large_gpu_outputs.py,2939,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/import_rb11b_large_gpu_outputs.py (2939 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/import_v27_graph_construction_ablation_outputs.py,120,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/import_v27_graph_construction_ablation_outputs.py (120 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/inspect_artifact_family.py,4744,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/inspect_artifact_family.py (4744 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/make_claim_ladder_figure.py,3765,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/make_claim_ladder_figure.py (3765 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/make_fraudshiftbench_framework_figure.py,4243,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/make_fraudshiftbench_framework_figure.py (4243 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/make_graph_harm_failure_atlas.py,10120,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/make_graph_harm_failure_atlas.py (10120 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/make_leaderboard_instability_figure.py,11661,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/make_leaderboard_instability_figure.py (11661 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/make_method_overview_figure.py,3511,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/make_method_overview_figure.py (3511 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
